product_id;name;color;size;price
252;Westmalle Trappist Tripel;BlanchedAlmond;6;47.96
253;Samuel Smith’s Imperial IPA;MediumVioletRed;6;72.40
254;Duvel;LightBlue;8;48.93
255;Ten FIDY;MediumTurquoise;5;58.71
256;Bell’s Expedition;GreenYellow;8;59.63
257;Alpha King Pale Ale;LemonChiffon;6;55.00
258;Samuel Smith’s Imperial IPA;Salmon;4;57.82
259;Hennepin;Beige;6;49.77
260;St. Bernardus Abt 12;PaleVioletRed;7;77.72
261;Stone Imperial Russian Stout;Darkorange;7;31.69
262;Oak Aged Yeti Imperial Stout;Navy;5;47.04
263;Yeti Imperial Stout;DodgerBlue;4;62.23
264;Old Rasputin Russian Imperial Stout;Teal;5;69.98
265;Maudite;DimGrey;7;50.35
266;Double Bastard Ale;AntiqueWhite;6;47.68
267;Two Hearted Ale;Snow;4;79.88
268;Chimay Grande Réserve;Olive;8;30.25
269;Stone IPA;Thistle;8;28.04
270;Founders Breakfast Stout;Azure;4;72.91
271;Trappistes Rochefort 10;RosyBrown;5;32.53
272;Orval Trappist Ale;Sienna;6;25.82
273;Ruination IPA;DarkOliveGreen;8;57.28
274;Trappistes Rochefort 10;DimGray;6;64.80
275;Arrogant Bastard Ale;LightYellow;6;75.16
276;Brooklyn Black;LightBlue;8;52.27
277;Chocolate St;Olive;8;52.04
278;Westmalle Trappist Tripel;Gold;8;22.51
279;HopSlam Ale;Blue;5;29.33
280;Bourbon County Stout;MediumSpringGreen;7;68.78
281;HopSlam Ale;PaleVioletRed;6;48.37
282;Trappistes Rochefort 10;DeepSkyBlue;4;43.93
283;Racer 5 India Pale Ale, Bear Republic Bre;MediumOrchid;4;23.00
284;Double Bastard Ale;Olive;7;78.41
285;Péché Mortel;SeaShell;8;39.75
286;Sublimely Self-Righteous Ale;MidnightBlue;4;64.10
287;Founders Kentucky Breakfast;Snow;8;57.58
288;Ruination IPA;MediumVioletRed;5;59.17
289;Oak Aged Yeti Imperial Stout;LightSalmon;4;28.90
290;St. Bernardus Abt 12;HoneyDew;8;53.48
291;Double Bastard Ale;BurlyWood;7;36.62
292;Schneider Aventinus;Green;4;27.04
293;Stone Imperial Russian Stout;AliceBlue;4;67.28
294;Sierra Nevada Celebration Ale;Pink;5;33.00
295;Alpha King Pale Ale;Fuchsia;7;57.05
296;Trappistes Rochefort 8;CornflowerBlue;8;21.05
297;Stone Imperial Russian Stout;Azure;8;27.19
298;Stone Imperial Russian Stout;SandyBrown;7;39.75
299;Trappistes Rochefort 10;DarkViolet;5;45.78
300;Ten FIDY;Turquoise;4;42.11
301;Maudite;Purple;7;63.78
302;Trois Pistoles;Gold;5;69.86
303;Founders Breakfast Stout;DeepSkyBlue;7;47.49
304;Weihenstephaner Hefeweissbier;MediumSpringGreen;4;54.75
305;Maharaj;AliceBlue;8;52.28
306;Shakespeare Oatmeal;LightSkyBlue;8;65.42
307;Hop Rod Rye;Bisque;8;36.86
308;Trappistes Rochefort 10;SeaShell;7;32.41
309;Oak Aged Yeti Imperial Stout;SlateBlue;4;22.13
310;Weihenstephaner Hefeweissbier;SpringGreen;8;77.06
311;Samuel Smith’s Oatmeal Stout;BlanchedAlmond;6;77.38
312;Storm King Stout;DimGrey;5;28.18
313;Trois Pistoles;Ivory;5;48.89
314;Westmalle Trappist Tripel;MintCream;8;25.43
315;Trappistes Rochefort 10;MistyRose;6;58.41
316;St. Bernardus Abt 12;GhostWhite;4;70.36
317;Founders Kentucky Breakfast;MediumSpringGreen;8;53.87
318;Duvel;Aqua;4;76.26
319;Trois Pistoles;Violet;8;37.85
320;HopSlam Ale;Cyan;5;64.75
321;Trois Pistoles;Navy;7;22.78
322;Hercules Double IPA;LavenderBlush;4;46.42
323;Maudite;LemonChiffon;4;36.57
324;Two Hearted Ale;White;6;66.88
325;Samuel Smith’s Oatmeal Stout;IndianRed ;8;25.27
326;Alpha King Pale Ale;MediumPurple;4;41.38
327;Arrogant Bastard Ale;Cyan;4;33.67
328;Samuel Smith’s Imperial IPA;AntiqueWhite;6;33.40
329;HopSlam Ale;LemonChiffon;6;64.33
330;Two Hearted Ale;GreenYellow;4;62.08
331;Yeti Imperial Stout;Olive;5;57.25
332;Ten FIDY;Crimson;7;36.75
333;Trois Pistoles;Orange;7;58.78
334;Celebrator Doppelbock;DarkKhaki;6;76.55
335;Founders Kentucky Breakfast;DimGray;6;32.28
336;Pliny The Elder;MediumAquaMarine;8;61.75
337;Bell’s Expedition;SlateBlue;7;34.82
338;Chimay Grande Réserve;DodgerBlue;7;66.12
339;Chocolate St;LightPink;7;35.34
340;Bourbon County Stout;Gold;8;60.67
341;Sierra Nevada Celebration Ale;PapayaWhip;8;74.53
342;Orval Trappist Ale;LightSeaGreen;4;28.43
343;Old Rasputin Russian Imperial Stout;LightBlue;7;20.39
344;Maudite;Salmon;8;76.77
345;Hercules Double IPA;Bisque;4;66.50
346;Founders Kentucky Breakfast;DarkBlue;7;27.18
347;Ten FIDY;LimeGreen;7;25.40
348;Sierra Nevada Celebration Ale;BlueViolet;5;38.48
349;Trois Pistoles;Navy;8;76.83
350;Storm King Stout;CornflowerBlue;4;74.00
351;Old Rasputin Russian Imperial Stout;LightSeaGreen;8;36.12
352;Racer 5 India Pale Ale, Bear Republic Bre;Coral;7;77.17
353;Ten FIDY;PapayaWhip;8;54.06
354;St. Bernardus Abt 12;DeepPink;6;49.38
355;Hennepin;Fuchsia;5;55.03
356;Maharaj;YellowGreen;6;27.72
357;HopSlam Ale;Plum;5;38.15
358;Edmund Fitzgerald Porter;LightPink;5;35.99
359;Chocolate St;MediumBlue;5;21.60
360;Trois Pistoles;Cyan;8;54.33
361;Shakespeare Oatmeal;Thistle;6;69.17
362;Two Hearted Ale;Gold;4;28.73
363;HopSlam Ale;Turquoise;8;33.12
364;Dreadnaught IPA;Orange;7;40.97
365;Founders Kentucky Breakfast;DarkCyan;4;75.31
366;Shakespeare Oatmeal;FireBrick;7;44.76
367;Alpha King Pale Ale;DarkViolet;6;21.96
368;Storm King Stout;DarkOliveGreen;4;27.32
369;Ruination IPA;SeaGreen;6;47.80
370;Ruination IPA;DarkBlue;6;74.20
371;Trappistes Rochefort 10;FloralWhite;7;53.51
372;HopSlam Ale;PeachPuff;6;33.65
373;Founders Kentucky Breakfast;Orchid;8;63.27
374;Pliny The Elder;MediumBlue;8;63.09
375;Samuel Smith’s Oatmeal Stout;DarkSlateGray;7;50.89
376;Old Rasputin Russian Imperial Stout;PaleGoldenRod;5;53.28
377;Oak Aged Yeti Imperial Stout;MediumOrchid;8;69.12
378;St. Bernardus Abt 12;DarkMagenta;4;74.28
379;Sierra Nevada Bigfoot Barleywine Style Ale;LavenderBlush;7;35.90
380;Two Hearted Ale;SaddleBrown;4;36.00
381;Maharaj;MidnightBlue;8;20.32
382;Dreadnaught IPA;SpringGreen;6;40.09
383;Edmund Fitzgerald Porter;Lime;4;37.25
384;Hercules Double IPA;LightGoldenRodYellow;5;22.08
385;Stone IPA;DarkTurquoise;4;60.85
386;Shakespeare Oatmeal;Black;7;72.61
387;Ten FIDY;LightGray;4;38.38
388;Sublimely Self-Righteous Ale;Cyan;8;74.16
389;Racer 5 India Pale Ale, Bear Republic Bre;DarkTurquoise;7;76.45
390;90 Minute IPA;Yellow;5;23.91
391;Founders Kentucky Breakfast;YellowGreen;8;42.36
392;Sierra Nevada Celebration Ale;Azure;6;71.04
393;Westmalle Trappist Tripel;Gainsboro;8;46.84
394;Alpha King Pale Ale;FloralWhite;5;55.98
395;Trappistes Rochefort 10;MediumSeaGreen;7;73.50
396;Hercules Double IPA;LightBlue;8;77.51
397;Sierra Nevada Celebration Ale;DarkGray;8;74.72
398;Maudite;DarkGray;5;63.85
399;Shakespeare Oatmeal;Brown;7;21.33
400;Stone IPA;Darkorange;6;72.52
401;Double Bastard Ale;Lavender;4;40.23
402;Brooklyn Black;Orchid;5;53.45
403;Bourbon County Stout;MediumVioletRed;8;71.73
404;Weihenstephaner Hefeweissbier;FireBrick;6;61.21
405;La Fin Du Monde;DarkKhaki;7;75.12
406;Orval Trappist Ale;SandyBrown;5;68.95
407;Yeti Imperial Stout;DarkGreen;4;26.53
408;Arrogant Bastard Ale;LightSlateGray;8;34.30
409;Schneider Aventinus;PaleGreen;4;41.36
410;Ten FIDY;Wheat;4;52.59
411;Ten FIDY;SeaGreen;4;23.79
412;Arrogant Bastard Ale;DarkTurquoise;6;43.01
413;Stone Imperial Russian Stout;DimGray;5;63.59
414;Maharaj;DarkGreen;4;64.51
415;Yeti Imperial Stout;LightGreen;5;72.41
416;Chimay Grande Réserve;PeachPuff;8;65.23
417;Yeti Imperial Stout;PaleTurquoise;4;42.90
418;Founders Breakfast Stout;Peru;4;50.54
419;Brooklyn Black;MediumTurquoise;4;44.82
420;Hercules Double IPA;PaleGoldenRod;5;68.82
421;Bourbon County Stout;HoneyDew;8;25.29
422;Trappistes Rochefort 8;Maroon;6;63.15
423;Samuel Smith’s Imperial IPA;Cyan;8;39.75
424;Orval Trappist Ale;DeepPink;8;37.40
425;Hennepin;DarkSeaGreen;5;46.61
426;Sierra Nevada Bigfoot Barleywine Style Ale;LightSkyBlue;4;38.50
427;Bell’s Expedition;LightYellow;4;75.31
428;Westmalle Trappist Tripel;DarkRed;6;67.39
429;90 Minute IPA;Aquamarine;6;76.13
430;Edmund Fitzgerald Porter;LightYellow;7;57.22
431;Edmund Fitzgerald Porter;GreenYellow;4;23.86
432;Ten FIDY;ForestGreen;5;45.85
433;St. Bernardus Abt 12;RosyBrown;5;23.04
434;Celebrator Doppelbock;SlateBlue;5;39.38
435;Ruination IPA;DimGrey;4;79.81
436;Hop Rod Rye;Wheat;5;41.28
437;Two Hearted Ale;LightSlateGray;7;51.27
438;Nugget Nectar;Purple;6;22.19
439;Duvel;Ivory;8;66.66
440;Maharaj;MistyRose;6;57.21
441;Yeti Imperial Stout;Aqua;8;48.99
442;Trappistes Rochefort 10;Silver;6;61.54
443;Trappistes Rochefort 10;DarkSalmon;5;70.43
444;Sierra Nevada Celebration Ale;GoldenRod;8;60.55
445;Samuel Smith’s Imperial IPA;DeepPink;8;52.64
446;Oaked Arrogant Bastard Ale;Salmon;4;41.77
447;Sierra Nevada Celebration Ale;DarkSalmon;8;69.40
448;Bourbon County Stout;LightSalmon;5;74.91
449;Oaked Arrogant Bastard Ale;FireBrick;6;71.41
450;Hercules Double IPA;DarkCyan;6;67.15
451;Dreadnaught IPA;DarkGoldenRod;5;67.51
452;St. Bernardus Abt 12;Bisque;8;66.14
453;Brooklyn Black;Aquamarine;6;44.64
454;Double Bastard Ale;Lime;7;28.36
455;Double Bastard Ale;Salmon;5;61.94
456;St. Bernardus Abt 12;PowderBlue;6;21.63
457;Duvel;Black;7;67.66
458;Founders Kentucky Breakfast;DarkViolet;6;79.89
459;Trois Pistoles;Gold;4;37.19
460;Pliny The Elder;Orange;8;78.85
461;Yeti Imperial Stout;LimeGreen;4;31.41
462;Bell’s Expedition;NavajoWhite;7;48.59
463;Brooklyn Black;YellowGreen;6;58.56
464;Pliny The Elder;SlateBlue;8;35.18
465;Maudite;Crimson;6;39.35
466;Schneider Aventinus;Ivory;5;37.94
467;Bourbon County Stout;PapayaWhip;7;42.56
468;Pliny The Elder;MidnightBlue;8;65.63
469;Orval Trappist Ale;DarkRed;8;78.29
470;Orval Trappist Ale;LightBlue;4;59.00
471;Hop Rod Rye;WhiteSmoke;6;71.39
472;Oaked Arrogant Bastard Ale;RoyalBlue;4;58.92
473;Trois Pistoles;SteelBlue;6;32.42
474;90 Minute IPA;Silver;7;68.99
475;Pliny The Elder;Khaki;8;52.09
476;Samuel Smith’s Oatmeal Stout;MediumBlue;7;46.70
477;Ruination IPA;Aquamarine;4;26.55
478;Edmund Fitzgerald Porter;MistyRose;5;64.04
479;Hercules Double IPA;DodgerBlue;5;75.90
480;Shakespeare Oatmeal;Thistle;7;22.21
481;Chimay Grande Réserve;HoneyDew;7;36.26
482;Sierra Nevada Bigfoot Barleywine Style Ale;Cyan;6;21.83
483;Oak Aged Yeti Imperial Stout;DarkMagenta;8;76.29
484;Stone IPA;Peru;4;44.28
485;Schneider Aventinus;SaddleBrown;6;76.79
486;90 Minute IPA;RoyalBlue;7;57.86
487;Nugget Nectar;Orange;6;49.49
488;Edmund Fitzgerald Porter;Bisque;7;67.98
489;Trappistes Rochefort 8;PaleVioletRed;6;63.22
490;Ten FIDY;Green;7;27.57
491;Arrogant Bastard Ale;MediumBlue;4;61.50
492;Old Rasputin Russian Imperial Stout;DarkTurquoise;4;50.50
493;Celebrator Doppelbock;LawnGreen;6;52.71
494;Founders Breakfast Stout;Wheat;5;65.22
495;Oak Aged Yeti Imperial Stout;LightSeaGreen;5;53.41
496;Weihenstephaner Hefeweissbier;WhiteSmoke;8;36.79
497;Yeti Imperial Stout;MidnightBlue;7;46.88
498;90 Minute IPA;DarkSalmon;4;32.19
499;Edmund Fitzgerald Porter;DarkSlateBlue;4;72.06
500;Alpha King Pale Ale;DarkGray;4;52.19
501;Arrogant Bastard Ale;LightSteelBlue;8;39.73
502;Oak Aged Yeti Imperial Stout;HotPink;7;37.17
503;Trois Pistoles;Maroon;5;32.13
504;Arrogant Bastard Ale;HoneyDew;7;55.42
505;Stone IPA;FloralWhite;7;34.16
506;Storm King Stout;Brown;5;25.66
507;Stone IPA;LightCoral;7;42.81
508;Samuel Smith’s Oatmeal Stout;Tomato;4;56.95
509;Bourbon County Stout;DarkBlue;4;76.32
510;Founders Kentucky Breakfast;LightBlue;4;37.78
511;Weihenstephaner Hefeweissbier;Orange;7;38.05
512;Bourbon County Stout;Magenta;4;33.91
513;Shakespeare Oatmeal;DimGray;4;55.20
514;Dreadnaught IPA;SlateBlue;5;49.97
515;Alpha King Pale Ale;DarkSeaGreen;8;32.51
516;Edmund Fitzgerald Porter;LightGray;7;37.56
517;Two Hearted Ale;Brown;4;67.46
518;HopSlam Ale;PaleTurquoise;8;68.64
519;Storm King Stout;DarkCyan;7;43.27
520;Samuel Smith’s Oatmeal Stout;PowderBlue;7;59.87
521;Two Hearted Ale;Coral;4;41.22
522;Trois Pistoles;DarkSeaGreen;6;55.14
523;Hennepin;PapayaWhip;5;21.34
524;Alpha King Pale Ale;RosyBrown;6;37.04
525;Stone IPA;Cornsilk;6;62.69
526;Ruination IPA;SpringGreen;8;64.20
